PROCEDURE CHARGES  SPECIALITY WISE,,,,,,,,,,,
Item ID,Item Name,,Economy,Double,"Single/
ICU","Classic 
Deluxe",Suite,,,,
Plastic Surgery,PLAS83,Reconstructive Lipoinjection - Medium,21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS84,Reconstructive Lipoinjection - Minor,13300,15900,19100,22900,27500,,,,
Plastic Surgery,PLAS85,Reconstructive Liposuction – Major,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS86,Reconstructive Liposuction - Medium (Plas.),25200,30300,36300,43600,52300,,,,
Plastic Surgery,PLAS87,Breast Augmentation,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS88,Reconstructive Liposuction – Small,16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS89,Reconstructive Lower Body lift,60800,73000,87600,105100,126200,,,,
Plastic Surgery,PLAS90,Reconstructive Rhinoplasty - Open,48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS91,Reconstructive Rhinoplasty Closed,48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS92,Reconstructive Thighs lift / buttock lift,48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS93,Reconstructive Vaginoplasty (Plas.),39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS94,Reimplantion of Digits / Extremities,84100,100900,121100,145300,174400,,,,
Plastic Surgery,PLAS95,Revascularisation of Multiple Digits / Limb,74000,88800,106500,127800,153400,,,,
Plastic Surgery,PLAS96,Revascularisations of Single Digit,60800,73000,87600,105100,126200,,,,
Plastic Surgery,PLAS97,Revision of Defatting Flap / Debulking flap/Graft (Plast-Surg),21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS98,Breast Augmentation with Lift,48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS99,Secondary deformity cleft - Lip or platate or nose (Plas.),25200,30300,36300,43600,52300,,,,
Plastic Surgery,PLAS100,Secondary Suturing – Major,16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS101,Secondary Suturing – Minor,10500,12600,15200,18200,21800,,,,
Plastic Surgery,PLAS102,Skin Grafting – Major,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS103,Skin Grafting – Medium,25200,30300,36300,43600,52300,,,,
Plastic Surgery,PLAS104,Skin Grafting – Minor,16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS105,Skin Lesion Medium (Plas-surg),7900,9500,11400,13700,16400,,,,
Plastic Surgery,PLAS106,Skin Lesion-Small,5600,6700,8100,9700,11600,,,,
Plastic Surgery,PLAS107,Small Flap  (Pla - Sug),16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS108,T.M.Joints ankylosis,16600,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS109,Breast Lift,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS110,Thighs lift/buttock lift,48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS111,Training or delay of flap,16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS112,Vaginoplasty (Plas-Surg),39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS113,VASER Lipo - Major,48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS114,VASER Lipo - Medium,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS115,VASER Lipo - Minor,21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS116,Wound Face repair-major / Multiple (Other than face),21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS117,Wound repair - Medium (Oher than face),7900,9500,11400,13700,16400,,,,
Plastic Surgery,PLAS118,Wound Repair - Minor (Other than face) (Plas-surg),3300,3900,4700,5600,6700,,,,
Plastic Surgery,PLAS119,Zygoma Fracture,43600,52300,62700,75300,90300,,,,
Plastic Surgery,PLAS120,Breast Reconstruction with expander / implant,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS121,Ear Deformity-correction (Plas-Sur),13300,15900,19100,22900,27500,,,,
Plastic Surgery,PLAS122,Facial Fracture Single Bone (Plas-Sur),39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS123,Breast reconstruction with LD flap,52300,62700,75300,90300,108400,,,,
Plastic Surgery,PLAS124,Breast reconstruction with TRAM flap,60800,73000,87600,105100,126200,,,,
Plastic Surgery,PLAS125,Breast Reduction (Plastic),48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS126,Brow Lift/Forehead Lift,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS127,Burn Dressing Large,19200,23100,27700,33300,39900,,,,
Plastic Surgery,PLAS128,Burn Dressing Medium,13300,15900,19100,22900,27500,,,,
Plastic Surgery,PLAS129,Burn Dressing Small,7200,8600,10300,12400,14800,,,,
Plastic Surgery,PLAS130,Cartilage/ bone graft,21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS131,Chin Augmentation,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS132,Cleft Lip – Unilateral/ Incomplete,21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS133,Cleft Lip + Anterior Palate (Plas-Surg),25200,30300,36300,43600,52300,,,,
Plastic Surgery,PLAS134,Cleft Palate (Plas-Surg),25200,30300,36300,43600,52300,,,,
Plastic Surgery,PLAS135,Composite Free Flap,74000,88800,106500,127800,153400,,,,
Plastic Surgery,PLAS136,Composite Graft,16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS137,Contracture release,13300,15900,19100,22900,27500,,,,
Plastic Surgery,PLAS138,Contracture release and Full thickness skin graft,21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS139,Contracture release and Multiple Z plasty,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS140,Contracture release and Single Z plasty,19200,23100,27700,33300,39900,,,,
Plastic Surgery,PLAS141,Contracture release and Z- plasty,19200,23100,27700,33300,39900,,,,
Plastic Surgery,PLAS142,Contracture release multiple fingers / extensive,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS143,Debridement Large,16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS144,Debridement-Medium (Plas-Surg),8800,10600,12700,15300,18300,,,,
Plastic Surgery,PLAS145,Debridement-Minor (Plas-Surg),5600,6700,8100,9700,11600,,,,
Plastic Surgery,PLAS146,Dermabrasion – Full Face (Plas Sur),48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS147,Dermabrasion – minor,7900,9500,11400,13700,16400,,,,
Plastic Surgery,PLAS148,Dermafillers For Additional Area (Plastic Surgery),39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS149,Dermafillers For Additional Area (Plastic Surgery)-,10500,12600,15200,18200,21800,,,,
Plastic Surgery,PLAS150,Dermafillers For Lip Augmentation (Plastic Surgery,10500,12600,15200,18200,21800,,,,
Plastic Surgery,PLAS151,Dermofat Graft - Large,21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS152,Dermofat graft - Small,13300,15900,19100,22900,27500,,,,
Plastic Surgery,PLAS153,Dimple Creation ( Cheek ) Bilateral,34700,41700,50000,60000,72000,,,,
Plastic Surgery,PLAS154,Dimple Creation ( Cheek ) Single,19200,23100,27700,33300,39900,,,,
Plastic Surgery,PLAS155,Dressing - Large (Plas-Surg),3300,3900,4700,5600,6700,,,,
Plastic Surgery,PLAS156,Dressing - Medium (Plas-Surg),2100,2500,3000,3600,4300,,,,
Plastic Surgery,PLAS157,Dressing - Small (Plas-Surg),1400,1700,2100,2500,3000,,,,
Plastic Surgery,PLAS158,Ear Deformity-Bat Ears (Plas-Sur),25200,30300,36300,43600,52300,,,,
Plastic Surgery,PLAS159,Ear Keloid surgery Bilateral,13300,15900,19100,22900,27500,,,,
Plastic Surgery,PLAS160,Ear Keloid surgery unilateral(Plast),8800,10600,12700,15300,18300,,,,
Plastic Surgery,PLAS161,Ear Lobuloplasty (U/L) (Plast-Sug),7200,8600,10300,12400,14800,,,,
Plastic Surgery,PLAS162,Ear Lobuloplasty(B/I),10500,12600,15200,18200,21800,,,,
Plastic Surgery,PLAS163,Ear Reconstruction (1st Stage Cartilage Implantation),48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS164,Ear Reconstruction (2nd Stage Release and Graft) -(Plas),39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS165,Ear Reconstruction (3rd Stage or touching and Revisions),21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS166,Epispadias Gebitlia Reconstrution (PLASTIC SUR),48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS167,Excision of skin lesion - Major / Multiple (Plas-Surg),16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS168,Excision of Skin Lesion – Medium (Plas-Surg),8840,10610,12730,15280,18330,,,,
Plastic Surgery,PLAS169,Excision of skin lesion - Small,7200,8600,10300,12400,14800,,,,
Plastic Surgery,PLAS170,Excision soft tissue mass Large,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS171,Excision soft tissue mass Medium,16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS172,Excision soft tissue mass Small,8800,10600,12700,15300,18300,,,,
Plastic Surgery,PLAS173,Expander Insertion Single,25200,30300,36300,43600,52300,,,,
Plastic Surgery,PLAS174,Expander Removal & Contouring Single,25200,30300,36300,43600,52300,,,,
Plastic Surgery,PLAS175,"Eye bags Ectropion, Entropion",25200,30300,36300,43600,52300,,,,
Plastic Surgery,PLAS176,Eye Lid Reconstruction,34700,41700,50000,60000,72000,,,,
Plastic Surgery,PLAS177,Eyebrow of Eyelash Graft,16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS178,Face - Thread Lift Full Face,34700,41700,50000,60000,72000,,,,
Plastic Surgery,PLAS179,Face - Thread Lift Mid Face / Brow,25200,30300,36300,43600,52300,,,,
Plastic Surgery,PLAS180,Face Lift (Rhytidectomy),48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS181,Face Repair -Medium,10500,12600,15200,18200,21800,,,,
Plastic Surgery,PLAS182,Face Repair -Minor,5600,6700,8100,9700,11600,,,,
Plastic Surgery,PLAS183,Face Repair-Major/Multiple,34700,41700,50000,60000,72000,,,,
Plastic Surgery,PLAS184,Face Scar,13300,15900,19100,22900,27500,,,,
Plastic Surgery,PLAS185,Face Scar Large,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS186,Face Scar Medium,21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS187,Face Scar Small,13300,15900,19100,22900,27500,,,,
Plastic Surgery,PLAS188,Facial Bones - Closed Nasal Fracture,16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS189,Facial Paralysis -Facial-sling (Plas-Sur),39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS190,Finger Pollicisation,48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS191,Fixation of panfacial fracture,74000,88800,106500,127800,153400,,,,
Plastic Surgery,PLAS192,Flap Detachment Small,13300,15900,19100,22900,27500,,,,
Plastic Surgery,PLAS193,Flap Detachment/Inset Large,21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS194,Forehead Rhinoplasty,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS195,Free fibula flap,98000,117600,141200,169400,203300,,,,
Plastic Surgery,PLAS196,FTSG (Large/Multiple),34700,41700,50000,60000,72000,,,,
Plastic Surgery,PLAS197,FTSG (Small),16600,20000,24000,28800,34500,,,,
Plastic Surgery,PLAS198,Gynaecomastia/Supernumery Breast Excision (Plast.Surg),48000,57600,69100,82900,99500,,,,
Plastic Surgery,PLAS199,Haemangioma Excision - Major,21700,26100,31300,37500,45000,,,,
Plastic Surgery,PLAS200,Hair transplantation  - medium,39300,47100,56500,67800,81400,,,,
Plastic Surgery,PLAS201,Hair Transplantation - Large,43600,52300,62700,75300,90300,,,,
Pulmonology,PULM01,Balloon Dilatation Endobronchial (Pulm),5000,6100,7800,9400,13700,,,,
Pulmonology,PULM02,Balloon Tamponade Endobronchial,3000,3600,4600,5500,8000,,,,
Pulmonology,PULM03,Bronchoscopy Fiberoptic To Assist Intubation (Pulmo),5700,7000,8800,10600,15500,,,,
Pulmonology,PULM04,Bronchoscopy Fibreoptic,5000,6100,7800,9400,13700,,,,
Pulmonology,PULM05,Bronchoscopy(Fibreoptic) Inclusive Bal / Brush (Pulm),7500,9200,11700,14000,20400,,,,
Pulmonology,PULM06,Bronchoscopy(Fibreoptic) With Ebb & Tbna (Pulm),12800,15700,19900,23900,34900,,,,
Pulmonology,PULM07,Bronchoscopy(Fibreoptic) With Endobronchial Biopsy (Pulm),9500,11500,14700,17600,25700,,,,
Pulmonology,PULM08,Bronchoscopy(Fibreoptic) With Tbb & Tbna (Pulm),13800,16800,21300,25600,37400,,,,
Pulmonology,PULM09,Bronchoscopy(Fibreoptic) With Transbronchial Lung Biopsy (Pulm),11900,14600,18500,22200,32400,,,,
Pulmonology,PULM10,Electrocautery Treatment (Pulm),5000,6100,7800,9400,13700,,,,
Pulmonology,PULM11,Endobronchial Biopsy (Pulm),4000,4900,6300,7500,11000,,,,
Pulmonology,PULM12,Fine Needle Aspiration Lung (Pulm),3000,3600,4600,5500,8000,,,,
Pulmonology,PULM13,Foreign Body Removal (Pulm),3500,4300,5400,6500,9500,,,,
Pulmonology,PULM14,Glue Therapy Endobronchial (Pulm),3000,3600,4600,5500,8000,,,,
Pulmonology,PULM15,Rigid Bronchoscopy (Pulm),5000,6100,7800,9400,13700,,,,
Pulmonology,PULM16,Sphigot Tamponde Endobronchial (Pulm),3000,3600,4600,5500,8000,,,,
Pulmonology,PULM17,Stent Metallic Placement (Pulm),6200,7600,9700,11600,17000,,,,
Pulmonology,PULM18,Stent Silicon Placement (Pulm),6200,7600,9700,11600,17000,,,,
Pulmonology,PULM19,Stent Silicon Y Placement (Pulm),7500,9200,11700,14000,20400,,,,
Pulmonology,PULM20,Transbronchial Biopsy (Pulm),4000,4900,6300,7500,11000,,,,
Thoracic Surgeries,THO01,Pleurectomy/Decortication,47700,57200,62900,72500,78000,,,,
Thoracic Surgeries,THO02,Thoracotomy ,32200,42200,52000,62000,69600,,,,
Thoracic Surgeries,THO03,Thoracotomy and Pericardial window construction,38200,45800,55000,66000,72600,,,,
Urology,URO01,Abscess Drainage - Medium,2300,2800,3400,3400,3400,,,,
Urology,URO02,Abscess Drainage -Large,3800,4500,5400,5400,5400,,,,
Urology,URO03,Adrenalectomy Bilateral,48600,58300,70000,70000,70000,,,,
Urology,URO04,Adrenalectomy Unilateral,28500,34200,41000,41000,41000,,,,
Urology,URO05,Anastomatic Urethroplasty,28500,34200,41000,41000,41000,,,,
Urology,URO06,Anderson Hynes Pyeloplasty,28500,34200,41000,41000,41000,,,,
Urology,URO07,ATOMS (device cost extra),23800,28600,34300,34300,34300,,,,
Urology,URO08,Augmentation lleocystoplasty,48600,58300,70000,70000,70000,,,,
Urology,URO09,AV Fistula,12400,14800,17800,17800,17800,,,,
Urology,URO10,AV GRAFT,28500,34200,41000,41000,41000,,,,
Urology,URO11,Laparoscopy Surgery for VVF,44500,53400,64000,64000,64000,,,,
Urology,URO12,Laparoscopy surgery for VVF-COMPLEX,56600,67900,81400,81400,81400,,,,
Urology,URO13,Laparoscopy Ureteric Reimplantation,36400,43700,52400,52400,52400,,,,
Urology,URO14,"Laprascopic Diagnostic (Uro)
",9800,11700,14000,14000,14000,,,,
Urology,URO15,Laser Bladder Neck Incision,20300,24300,29200,29200,29200,,,,
Urology,URO16,Laser Prostatectomy,36400,43700,52400,52400,52400,,,,
Urology,URO17,Male Bulbourethral Sling,22000,26400,31600,31600,31600,,,,
Urology,URO18,Meatoplasty,3800,4500,5400,5400,5400,,,,
Urology,URO19,Microscopic Vaicocelectomy U/L,16600,20000,24000,24000,24000,,,,
Urology,URO20,Microscopic Vasovasostomy/vasoepididymostomy,44500,53400,64000,64000,64000,,,,
Urology,URO21,Balloon Dialation of PUJ (Endoburst),17800,21400,25700,25700,25700,,,,
Urology,URO22,Midurethral Single TOT,22000,26400,31600,31600,31600,,,,
Urology,URO23,Midurethral Single TVT,22000,26400,31600,31600,31600,,,,
Urology,URO24,Mini PERC,36400,43700,52400,52400,52400,,,,
Urology,URO25,Minor surgery (Urology),1300,1600,1900,1900,1900,,,,
Urology,URO26,Mitrofanoff Urinary Diversion,56600,67900,81400,81400,81400,,,,
Urology,URO27,Neobladder construction,44500,53400,64000,64000,64000,,,,
Urology,URO28,Nephrectomy Partial Open,36400,43700,52400,52400,52400,,,,
Urology,URO29,Nephrectomy Radical Open,44500,53400,64000,64000,64000,,,,
Urology,URO30,Nephrectomy Simple Open,28500,34200,41000,41000,41000,,,,
Urology,URO31,Nephrolithotomy,28500,34200,41000,41000,41000,,,,
Urology,URO32,"Balloon Dialation of ureteric stricture (Uro)
",13800,16500,19800,19800,19800,,,,
Urology,URO33,Nephrostomy – Open,20300,24300,29200,29200,29200,,,,
Urology,URO34,Nephroureterectomy Radical Open,48600,58300,70000,70000,70000,,,,
Urology,URO35,OIU-laser,20300,24300,29200,29200,29200,,,,
Urology,URO36,Open Radical Nephrectomy,32400,38800,46600,46600,46600,,,,
Urology,URO37,Open Renal Cyst Deroofing,28500,34200,41000,41000,41000,,,,
Urology,URO38,Open ureteric Reimplantation,28500,34200,41000,41000,41000,,,,
Urology,URO39,Optical Internal Urethrotomy Long,17800,21400,25700,25700,25700,,,,
Urology,URO40,Optical Internal Urethrotomy Short,8100,9700,11600,11600,11600,,,,
Urology,URO41,Orchidectomy Bilateral,13800,16500,19800,19800,19800,,,,
Urology,URO42,Orchidectomy Unilateral,12400,14800,17800,17800,17800,,,,
Urology,URO43,Bladder Augmentation (Ileocystoplasty),56600,67900,81400,81400,81400,,,,
Urology,URO44,Orchidopexy - Bilateral,20300,24300,29200,29200,29200,,,,
Urology,URO45,Orchidopexy - Unilateral,17800,21400,25700,25700,25700,,,,
Urology,URO46,Other Minor Procedure,900,1100,1300,1300,1300,,,,
Urology,URO47,Partial Amputation of Penis,13800,16500,19800,19800,19800,,,,
Urology,URO48,Partial Cystectomy,20300,24300,29200,29200,29200,,,,
Urology,URO49,PCN placement,6500,7800,9400,9400,9400,,,,
Urology,URO50,PCNL  Single stage 1-2CM,28500,34200,41000,41000,41000,,,,
Urology,URO51,PCNL - U/L,22000,26400,31600,31600,31600,,,,
Urology,URO52,PCNL B/L,56600,67900,81400,81400,81400,,,,
Urology,URO53,PCNL Second Stage,13800,16500,19800,19800,19800,,,,
Urology,URO54,Bladder Diverticulectomy Excision,17800,21400,25700,25700,25700,,,,
Urology,URO55,PCNL Stag Horn Stone,28500,34200,41000,41000,41000,,,,
Urology,URO56,PCNL Stone less then 1cm (mini PCNL),13800,16500,19800,19800,19800,,,,
Urology,URO57,PCNL. Multiple Stones,28500,34200,41000,41000,41000,,,,
Urology,URO58,Penile Implant,28500,34200,41000,41000,41000,,,,
Urology,URO59,Percutaneous Cystolithotripsy (PCCLT),36400,43700,52400,52400,52400,,,,
Urology,URO60,Percutaneous Nephrostomy,17800,21400,25700,25700,25700,,,,
Urology,URO61,Posterior Urethral  Value Fulgration,22000,26400,31600,31600,31600,,,,
Urology,URO62,Priapism Aspiration,3000,3600,4300,4300,4300,,,,
Urology,URO63,Prostatectomy Open,28500,34200,41000,41000,41000,,,,
Urology,URO64,Prostatic Massage,1300,1600,1900,1900,1900,,,,
Urology,URO65,Bladder Neck Incision,17800,21400,25700,25700,25700,,,,
Urology,URO66,Pyelolithotomy,20300,24300,29200,29200,29200,,,,
Urology,URO67,Radical Cystectomy with Diversion,44500,53400,64000,64000,64000,,,,
Urology,URO68,Radical Cystectomy+Neo bladder,78000,93600,112300,112300,112300,,,,
Urology,URO69,Radical high Orchidectomy,16600,20000,24000,24000,24000,,,,
Urology,URO70,Radical Prostatectomy,44500,53400,64000,64000,64000,,,,
Urology,URO71,RALP (Robotic Asst. Lap Pyloplast),48600,58300,70000,70000,70000,,,,
Urology,URO72,RARC with open IC,84600,101600,121900,121900,121900,,,,
Urology,URO73,RARP with RPLND,78000,93600,112300,112300,112300,,,,
Urology,URO74,Reduction of Paraphimosis,3800,4500,5400,5400,5400,,,,
Urology,URO75,Reimplantation of Ureter - Unilateral,28500,34200,41000,41000,41000,,,,
Urology,URO76,"Bladder neck incision with Holmium Laser
",15500,18600,22300,22300,22300,,,,
Urology,URO77,Reimplantation of ureter Bilateral,32400,38800,46600,46600,46600,,,,
Urology,URO78,Removal of CAPD Catheter,12400,14800,17800,17800,17800,,,,
Urology,URO79,Repair or fracture penis,13800,16500,19800,19800,19800,,,,
Urology,URO80,Retroperitoneoscopy Nephro- ureterectomy,56600,67900,81400,81400,81400,,,,
Urology,URO81,Retroperitoneoscopy Pyelolithotomy,44500,53400,64000,64000,64000,,,,
Urology,URO82,Retroperitoneoscopy Pyeloplasty,56600,67900,81400,81400,81400,,,,
Urology,URO83,Retroperitoneoscopy Radical Nephrectomy,56600,67900,81400,81400,81400,,,,
Urology,URO84,Retroperitoneoscopy Renal cyst Excision,28500,34200,41000,41000,41000,,,,
Urology,URO85,Retroperitoneoscopy Simple Nephrectomy,44500,53400,64000,64000,64000,,,,
Urology,URO86,Retroperitoneoscopy Ureterolithotomy,32400,38800,46600,46600,46600,,,,
Urology,URO87,Bladder neck suspension operations or TVT,32400,38800,46600,46600,46600,,,,
Urology,URO88,Retropubic prostetectomy,28500,34200,41000,41000,41000,,,,
Urology,URO89,RIRS > 1 cm Stone Size,32400,38800,46600,46600,46600,,,,
Urology,URO90,RIRS B/L Stone size <2cm,44500,53400,64000,64000,64000,,,,
